experiment,fad,imagebind_score,insync,kld
as-4cb-llama_cfg_scale_1.5:generated_samples_24-07-27T12-05-25,12.79902306231993,0.09101085514585311,0.2918918918918922,3.0033481357333898
as-4cb-llama_cfg_scale_1.5:generated_samples_24-07-27T12-29-16,12.93532206116171,0.08505499762218646,0.2932432432432435,2.983114156637106
as-4cb-llama_cfg_scale_2.5:generated_samples_24-07-27T13-31-24,12.662662049113592,0.1112755841894394,0.24774774774774821,2.9053273243947073
as-4cb-llama_cfg_scale_1:generated_samples_24-07-27T14-24-42,13.46264178699412,0.0652344842181281,0.29099099099099124,3.0689724758938626
as-4cb-llama_cfg_scale_3:generated_samples_24-07-27T12-54-05,12.264572589460975,0.11093675549486065,0.2855855855855859,2.956523998363598
as-4cb-llama_cfg_scale_3:generated_samples_24-07-27T12-41-30,12.525278509434909,0.1207720421229464,0.28648648648648684,2.9318547979131475
as-4cb-llama_cfg_scale_1:generated_samples_24-07-27T14-34-55,13.557903363882792,0.0684887019262926,0.2765765765765768,3.1542069718644425
as-4cb-llama_cfg_scale_2:generated_samples_24-07-27T13-06-20,12.028763990994333,0.10008893584463376,0.2783783783783787,3.0626710084107547
as-4cb-llama_cfg_scale_3:generated_samples_24-07-27T12-04-28,11.30893412585603,0.1208407198842447,0.3027027027027031,2.8824880788992115
as-4cb-llama_cfg_scale_2:generated_samples_24-07-27T13-18-54,11.995753867930384,0.10256764262511923,0.25630630630630663,2.9216443310986766
as-4cb-llama_cfg_scale_1:generated_samples_24-07-27T14-14-51,14.031904679282865,0.06983084292444694,0.29279279279279297,3.13095862586219
as-4cb-llama_cfg_scale_1.5:generated_samples_24-07-27T12-42-15,12.540918743320026,0.086009007891187,0.31306306306306325,3.0415654912725225
as-4cb-llama_cfg_scale_1.5:generated_samples_24-07-27T12-17-23,13.215498455105518,0.09001745053290112,0.2734234234234238,2.929374626090935
as-4cb-llama_cfg_scale_2.5:generated_samples_24-07-27T13-55-28,12.071685522643259,0.11016377389036656,0.29864864864864904,2.9708562627568975
as-4cb-llama_cfg_scale_1.5:generated_samples_24-07-27T12-54-15,12.507440076981283,0.08952791022707347,0.2797297297297302,3.0029417845579953
as-4cb-llama_cfg_scale_1:generated_samples_24-07-27T14-06-01,13.423628308491061,0.07055086749060466,0.30675675675675707,3.14279944617469
as-4cb-llama_cfg_scale_2:generated_samples_24-07-27T13-43-10,11.65347233617893,0.10188352548190065,0.2923423423423427,2.917941256686374
as-4cb-llama_cfg_scale_3:generated_samples_24-07-27T12-29-18,11.903105115474869,0.11702165444725537,0.2950450450450454,2.917665498750704
as-4cb-llama_cfg_scale_2.5:generated_samples_24-07-27T13-18-56,11.76207756814381,0.11330647117600919,0.28288288288288316,2.8776720751513234
as-4cb-llama_cfg_scale_2:generated_samples_24-07-27T13-30-53,12.295547617124551,0.09857183069762615,0.2734234234234237,2.929620141381616
as-4cb-llama_cfg_scale_3:generated_samples_24-07-27T12-17-13,11.815626204600823,0.119116782689014,0.2648648648648652,2.8890380859375
as-4cb-llama_cfg_scale_2.5:generated_samples_24-07-27T13-43-02,12.111993201245557,0.10994998141619805,0.28558558558558594,2.9531992319467903
as-4cb-llama_cfg_scale_2.5:generated_samples_24-07-27T13-06-34,13.007366937022327,0.10753321337203185,0.2671171171171175,2.954317385011965
as-4cb-llama_cfg_scale_1:generated_samples_24-07-27T13-56-23,12.966541906077852,0.07066342643428561,0.2797297297297299,3.18982373486768
